"","species","zone","year","sampled","monitoring"
"1453","cackling goose","camp 1",1999,"no","systematic"
"1455","cackling goose","camp 1",2000,"no","systematic"
"1457","cackling goose","camp 1",2001,"no","systematic"
"1459","cackling goose","camp 1",2002,"no","systematic"
"1461","cackling goose","camp 1",2003,"no","systematic"
"1463","cackling goose","camp 1",2004,"no","systematic"
"1465","cackling goose","camp 1",2005,"no","systematic"
"1467","cackling goose","camp 1",2006,"no","systematic"
"1469","cackling goose","camp 1",2007,"no","systematic"
"1471","cackling goose","camp 1",2008,"no","systematic"
"1473","cackling goose","camp 1",2009,"no","systematic"
"1475","cackling goose","camp 1",2010,"no","systematic"
"1477","cackling goose","camp 1",2011,"no","systematic"
"1479","cackling goose","camp 1",2012,"no","systematic"
"1481","cackling goose","camp 1",2013,"no","systematic"
"1483","cackling goose","camp 1",2014,"no","systematic"
"1485","cackling goose","camp 1",2015,"no","systematic"
"1487","cackling goose","camp 1",2016,"no","systematic"
"1489","cackling goose","camp 1",2017,"yes","systematic"
"1491","cackling goose","camp 1",2018,"yes","systematic"
"1493","cackling goose","camp 1",2019,"yes","systematic"
"1495","cackling goose","camp 1",2021,"no","systematic"
"1497","cackling goose","camp 1",2022,"yes","systematic"
"1499","cackling goose","camp 1",2023,"yes","systematic"
"1501","cackling goose","camp 2",1993,"no","systematic"
"1503","cackling goose","camp 2",1994,"no","systematic"
"1505","cackling goose","camp 2",1995,"no","systematic"
"1507","cackling goose","camp 2",1996,"no","systematic"
"1509","cackling goose","camp 2",1997,"no","systematic"
"1511","cackling goose","camp 2",1998,"no","systematic"
"1513","cackling goose","camp 2",1999,"no","systematic"
"1515","cackling goose","camp 2",2000,"no","systematic"
"1517","cackling goose","camp 2",2001,"no","systematic"
"1519","cackling goose","camp 2",2002,"no","systematic"
"1521","cackling goose","camp 2",2003,"no","systematic"
"1523","cackling goose","camp 2",2004,"no","systematic"
"1525","cackling goose","camp 2",2005,"no","systematic"
"1527","cackling goose","camp 2",2006,"no","systematic"
"1529","cackling goose","camp 2",2007,"no","systematic"
"1531","cackling goose","camp 2",2008,"no","systematic"
"1533","cackling goose","camp 2",2009,"no","systematic"
"1535","cackling goose","camp 2",2010,"no","systematic"
"1537","cackling goose","camp 2",2011,"no","systematic"
"1539","cackling goose","camp 2",2012,"no","systematic"
"1541","cackling goose","camp 2",2013,"no","systematic"
"1543","cackling goose","camp 2",2014,"no","systematic"
"1545","cackling goose","camp 2",2015,"no","systematic"
"1547","cackling goose","camp 2",2016,"no","systematic"
"1549","cackling goose","camp 2",2017,"yes","systematic"
"1551","cackling goose","camp 2",2018,"yes","systematic"
"1553","cackling goose","camp 2",2019,"yes","systematic"
"1555","cackling goose","camp 2",2021,"no","systematic"
"1557","cackling goose","camp 2",2022,"yes","systematic"
"1559","cackling goose","camp 2",2023,"yes","systematic"
"1561","cackling goose","camp 3",1993,"no","systematic"
"1563","cackling goose","camp 3",1994,"no","systematic"
"1565","cackling goose","camp 3",1995,"no","systematic"
"1567","cackling goose","camp 3",1996,"no","systematic"
"1569","cackling goose","camp 3",1997,"no","systematic"
"1571","cackling goose","camp 3",1998,"no","systematic"
"1573","cackling goose","camp 3",1999,"no","systematic"
"1575","cackling goose","camp 3",2000,"no","systematic"
"1577","cackling goose","camp 3",2001,"no","systematic"
"1579","cackling goose","camp 3",2002,"no","systematic"
"1581","cackling goose","camp 3",2003,"no","systematic"
"1583","cackling goose","camp 3",2004,"no","systematic"
"1585","cackling goose","camp 3",2005,"no","systematic"
"1587","cackling goose","camp 3",2006,"no","systematic"
"1589","cackling goose","camp 3",2007,"no","systematic"
"1591","cackling goose","camp 3",2008,"no","systematic"
"1593","cackling goose","camp 3",2009,"no","systematic"
"1595","cackling goose","camp 3",2010,"no","systematic"
"1597","cackling goose","camp 3",2011,"no","systematic"
"1599","cackling goose","camp 3",2012,"no","systematic"
"1601","cackling goose","camp 3",2013,"no","systematic"
"1603","cackling goose","camp 3",2014,"no","systematic"
"1605","cackling goose","camp 3",2015,"no","systematic"
"1607","cackling goose","camp 3",2016,"no","systematic"
"1609","cackling goose","camp 3",2017,"yes","systematic"
"1611","cackling goose","camp 3",2018,"yes","systematic"
"1613","cackling goose","camp 3",2019,"yes","systematic"
"1615","cackling goose","camp 3",2021,"no","systematic"
"1617","cackling goose","camp 3",2022,"yes","systematic"
"1619","cackling goose","camp 3",2023,"yes","systematic"
"1621","cackling goose","camp 3 plateau",1993,"no","systematic"
"1623","cackling goose","camp 3 plateau",1994,"no","systematic"
"1625","cackling goose","camp 3 plateau",1995,"no","systematic"
"1627","cackling goose","camp 3 plateau",1996,"no","systematic"
"1629","cackling goose","camp 3 plateau",1997,"no","systematic"
"1631","cackling goose","camp 3 plateau",1998,"no","systematic"
"1633","cackling goose","camp 3 plateau",1999,"no","systematic"
"1635","cackling goose","camp 3 plateau",2000,"no","systematic"
"1637","cackling goose","camp 3 plateau",2001,"no","systematic"
"1639","cackling goose","camp 3 plateau",2002,"no","systematic"
"1641","cackling goose","camp 3 plateau",2003,"no","systematic"
"1643","cackling goose","camp 3 plateau",2004,"no","systematic"
"1645","cackling goose","camp 3 plateau",2005,"no","systematic"
"1647","cackling goose","camp 3 plateau",2006,"no","systematic"
"1649","cackling goose","camp 3 plateau",2007,"no","systematic"
"1651","cackling goose","camp 3 plateau",2008,"no","systematic"
"1653","cackling goose","camp 3 plateau",2009,"no","systematic"
"1655","cackling goose","camp 3 plateau",2010,"no","systematic"
"1657","cackling goose","camp 3 plateau",2011,"no","systematic"
"1659","cackling goose","camp 3 plateau",2012,"no","systematic"
"1661","cackling goose","camp 3 plateau",2013,"no","systematic"
"1663","cackling goose","camp 3 plateau",2014,"no","systematic"
"1665","cackling goose","camp 3 plateau",2015,"no","systematic"
"1667","cackling goose","camp 3 plateau",2016,"no","systematic"
"1669","cackling goose","camp 3 plateau",2017,"yes","systematic"
"1671","cackling goose","camp 3 plateau",2018,"yes","systematic"
"1673","cackling goose","camp 3 plateau",2019,"yes","systematic"
"1675","cackling goose","camp 3 plateau",2021,"no","systematic"
"1677","cackling goose","camp 3 plateau",2022,"yes","systematic"
"1679","cackling goose","camp 3 plateau",2023,"yes","systematic"
"1681","cackling goose","dufour",1993,"no","systematic"
"1683","cackling goose","dufour",1994,"no","systematic"
"1685","cackling goose","dufour",1995,"no","systematic"
"1687","cackling goose","dufour",1996,"no","systematic"
"1689","cackling goose","dufour",1997,"no","systematic"
"1691","cackling goose","dufour",1998,"no","systematic"
"1693","cackling goose","dufour",1999,"no","systematic"
"1695","cackling goose","dufour",2000,"no","systematic"
"1697","cackling goose","dufour",2001,"no","systematic"
"1699","cackling goose","dufour",2002,"no","systematic"
"1701","cackling goose","dufour",2003,"no","systematic"
"1703","cackling goose","dufour",2004,"no","systematic"
"1705","cackling goose","dufour",2005,"no","systematic"
"1707","cackling goose","dufour",2006,"no","systematic"
"1709","cackling goose","dufour",2007,"no","systematic"
"1711","cackling goose","dufour",2008,"no","systematic"
"1713","cackling goose","dufour",2009,"no","systematic"
"1715","cackling goose","dufour",2010,"no","systematic"
"1717","cackling goose","dufour",2011,"no","systematic"
"1719","cackling goose","dufour",2012,"no","systematic"
"1721","cackling goose","dufour",2013,"no","systematic"
"1723","cackling goose","dufour",2014,"no","systematic"
"1725","cackling goose","dufour",2015,"no","systematic"
"1727","cackling goose","dufour",2016,"no","systematic"
"1729","cackling goose","dufour",2017,"yes","systematic"
"1731","cackling goose","dufour",2018,"yes","systematic"
"1733","cackling goose","dufour",2019,"yes","systematic"
"1735","cackling goose","dufour",2021,"no","systematic"
"1737","cackling goose","dufour",2022,"yes","systematic"
"1739","cackling goose","dufour",2023,"yes","systematic"
"1741","cackling goose","goose point",1993,"no","systematic"
"1743","cackling goose","goose point",1994,"no","systematic"
"1745","cackling goose","goose point",1995,"no","systematic"
"1747","cackling goose","goose point",1996,"no","systematic"
"1749","cackling goose","goose point",1997,"no","systematic"
"1751","cackling goose","goose point",1998,"no","systematic"
"1753","cackling goose","goose point",1999,"no","systematic"
"1755","cackling goose","goose point",2000,"no","systematic"
"1757","cackling goose","goose point",2001,"no","systematic"
"1759","cackling goose","goose point",2002,"no","systematic"
"1761","cackling goose","goose point",2003,"no","systematic"
"1763","cackling goose","goose point",2004,"no","systematic"
"1765","cackling goose","goose point",2005,"no","systematic"
"1767","cackling goose","goose point",2006,"no","systematic"
"1769","cackling goose","goose point",2007,"no","systematic"
"1771","cackling goose","goose point",2008,"no","systematic"
"1773","cackling goose","goose point",2009,"no","systematic"
"1775","cackling goose","goose point",2010,"no","systematic"
"1777","cackling goose","goose point",2011,"no","systematic"
"1779","cackling goose","goose point",2012,"no","systematic"
"1781","cackling goose","goose point",2013,"no","systematic"
"1783","cackling goose","goose point",2014,"no","systematic"
"1785","cackling goose","goose point",2015,"no","systematic"
"1787","cackling goose","goose point",2016,"no","systematic"
"1789","cackling goose","goose point",2017,"yes","systematic"
"1791","cackling goose","goose point",2018,"yes","systematic"
"1793","cackling goose","goose point",2019,"yes","systematic"
"1795","cackling goose","goose point",2021,"no","systematic"
"1797","cackling goose","goose point",2022,"yes","systematic"
"1799","cackling goose","goose point",2023,"yes","systematic"
"1801","cackling goose","malaview",1993,"no","systematic"
"1803","cackling goose","malaview",1994,"no","systematic"
"1805","cackling goose","malaview",1995,"no","systematic"
"1807","cackling goose","malaview",1996,"no","systematic"
"1809","cackling goose","malaview",1997,"no","systematic"
"1811","cackling goose","malaview",1998,"no","systematic"
"1813","cackling goose","malaview",1999,"no","systematic"
"1815","cackling goose","malaview",2000,"no","systematic"
"1817","cackling goose","malaview",2001,"no","systematic"
"1819","cackling goose","malaview",2002,"no","systematic"
"1821","cackling goose","malaview",2003,"no","systematic"
"1823","cackling goose","malaview",2004,"no","systematic"
"1825","cackling goose","malaview",2005,"no","systematic"
"1827","cackling goose","malaview",2006,"no","systematic"
"1829","cackling goose","malaview",2007,"no","systematic"
"1831","cackling goose","malaview",2008,"no","systematic"
"1833","cackling goose","malaview",2009,"no","systematic"
"1835","cackling goose","malaview",2010,"no","systematic"
"1837","cackling goose","malaview",2011,"no","systematic"
"1839","cackling goose","malaview",2012,"no","systematic"
"1841","cackling goose","malaview",2013,"no","systematic"
"1843","cackling goose","malaview",2014,"no","systematic"
"1845","cackling goose","malaview",2015,"no","systematic"
"1847","cackling goose","malaview",2016,"no","systematic"
"1849","cackling goose","malaview",2017,"yes","systematic"
"1851","cackling goose","malaview",2018,"yes","systematic"
"1853","cackling goose","malaview",2019,"yes","systematic"
"1855","cackling goose","malaview",2021,"no","systematic"
"1857","cackling goose","malaview",2022,"yes","systematic"
"1859","cackling goose","malaview",2023,"yes","systematic"
"1861","cackling goose","qarlikturvik valley",1993,"no","systematic"
"1863","cackling goose","qarlikturvik valley",1994,"no","systematic"
"1865","cackling goose","qarlikturvik valley",1995,"no","systematic"
"1867","cackling goose","qarlikturvik valley",1996,"no","systematic"
"1869","cackling goose","qarlikturvik valley",1997,"no","systematic"
"1871","cackling goose","qarlikturvik valley",1998,"no","systematic"
"1873","cackling goose","qarlikturvik valley",1999,"no","systematic"
"1875","cackling goose","qarlikturvik valley",2000,"no","systematic"
"1877","cackling goose","qarlikturvik valley",2001,"no","systematic"
"1879","cackling goose","qarlikturvik valley",2002,"no","systematic"
"1881","cackling goose","qarlikturvik valley",2003,"no","systematic"
"1883","cackling goose","qarlikturvik valley",2004,"yes","systematic"
"1885","cackling goose","qarlikturvik valley",2005,"yes","systematic"
"1887","cackling goose","qarlikturvik valley",2006,"yes","systematic"
"1889","cackling goose","qarlikturvik valley",2007,"yes","systematic"
"1891","cackling goose","qarlikturvik valley",2008,"yes","systematic"
"1893","cackling goose","qarlikturvik valley",2009,"yes","systematic"
"1895","cackling goose","qarlikturvik valley",2010,"yes","systematic"
"1897","cackling goose","qarlikturvik valley",2011,"yes","systematic"
"1899","cackling goose","qarlikturvik valley",2012,"yes","systematic"
"1901","cackling goose","qarlikturvik valley",2013,"yes","systematic"
"1903","cackling goose","qarlikturvik valley",2014,"yes","systematic"
"1905","cackling goose","qarlikturvik valley",2015,"yes","systematic"
"1907","cackling goose","qarlikturvik valley",2016,"yes","systematic"
"1909","cackling goose","qarlikturvik valley",2017,"yes","systematic"
"1911","cackling goose","qarlikturvik valley",2018,"yes","systematic"
"1913","cackling goose","qarlikturvik valley",2019,"yes","systematic"
"1915","cackling goose","qarlikturvik valley",2021,"no","systematic"
"1917","cackling goose","qarlikturvik valley",2022,"yes","systematic"
"1919","cackling goose","qarlikturvik valley",2023,"yes","systematic"
"1921","cackling goose","south plateau",1993,"no","systematic"
"1923","cackling goose","south plateau",1994,"no","systematic"
"1925","cackling goose","south plateau",1995,"no","systematic"
"1927","cackling goose","south plateau",1996,"no","systematic"
"1929","cackling goose","south plateau",1997,"no","systematic"
"1931","cackling goose","south plateau",1998,"no","systematic"
"1933","cackling goose","south plateau",1999,"no","systematic"
"1935","cackling goose","south plateau",2000,"no","systematic"
"1937","cackling goose","south plateau",2001,"no","systematic"
"1939","cackling goose","south plateau",2002,"no","systematic"
"1941","cackling goose","south plateau",2003,"no","systematic"
"1943","cackling goose","south plateau",2004,"no","systematic"
"1945","cackling goose","south plateau",2005,"no","systematic"
"1947","cackling goose","south plateau",2006,"no","systematic"
"1949","cackling goose","south plateau",2007,"no","systematic"
"1951","cackling goose","south plateau",2008,"no","systematic"
"1953","cackling goose","south plateau",2009,"no","systematic"
"1955","cackling goose","south plateau",2010,"no","systematic"
"1957","cackling goose","south plateau",2011,"no","systematic"
"1959","cackling goose","south plateau",2012,"no","systematic"
"1961","cackling goose","south plateau",2013,"no","systematic"
"1963","cackling goose","south plateau",2014,"no","systematic"
"1965","cackling goose","south plateau",2015,"no","systematic"
"1967","cackling goose","south plateau",2016,"no","systematic"
"1969","cackling goose","south plateau",2017,"yes","systematic"
"1971","cackling goose","south plateau",2018,"yes","systematic"
"1973","cackling goose","south plateau",2019,"yes","systematic"
"1975","cackling goose","south plateau",2021,"no","systematic"
"1977","cackling goose","south plateau",2022,"yes","systematic"
"1979","cackling goose","south plateau",2023,"yes","systematic"
"1981","cackling goose","study area",1993,"no","systematic"
"1983","cackling goose","study area",1994,"no","systematic"
"1985","cackling goose","study area",1995,"no","systematic"
"1987","cackling goose","study area",1996,"no","systematic"
"1989","cackling goose","study area",1997,"no","systematic"
"1991","cackling goose","study area",1998,"no","systematic"
"1993","cackling goose","study area",1999,"no","systematic"
"1995","cackling goose","study area",2000,"no","systematic"
"1997","cackling goose","study area",2001,"no","systematic"
"1999","cackling goose","study area",2002,"no","systematic"
"2001","cackling goose","study area",2003,"no","systematic"
"2003","cackling goose","study area",2004,"no","systematic"
"2005","cackling goose","study area",2005,"no","systematic"
"2007","cackling goose","study area",2006,"no","systematic"
"2009","cackling goose","study area",2007,"no","systematic"
"2011","cackling goose","study area",2008,"no","systematic"
"2013","cackling goose","study area",2009,"no","systematic"
"2015","cackling goose","study area",2010,"no","systematic"
"2017","cackling goose","study area",2011,"no","systematic"
"2019","cackling goose","study area",2012,"no","systematic"
"2021","cackling goose","study area",2013,"no","systematic"
"2023","cackling goose","study area",2014,"no","systematic"
"2025","cackling goose","study area",2015,"no","systematic"
"2027","cackling goose","study area",2016,"no","systematic"
"2029","cackling goose","study area",2017,"yes","systematic"
"2031","cackling goose","study area",2018,"yes","systematic"
"2033","cackling goose","study area",2019,"yes","systematic"
"2035","cackling goose","study area",2021,"no","systematic"
"2037","cackling goose","study area",2022,"yes","systematic"
"2039","cackling goose","study area",2023,"yes","systematic"
"2041","cackling goose","trapping grids",1993,"no","systematic"
"2043","cackling goose","trapping grids",1994,"no","systematic"
"2045","cackling goose","trapping grids",1995,"no","systematic"
"2047","cackling goose","trapping grids",1996,"no","systematic"
"2049","cackling goose","trapping grids",1997,"no","systematic"
"2051","cackling goose","trapping grids",1998,"no","systematic"
"2053","cackling goose","trapping grids",1999,"no","systematic"
"2055","cackling goose","trapping grids",2000,"no","systematic"
"2057","cackling goose","trapping grids",2001,"no","systematic"
"2059","cackling goose","trapping grids",2002,"no","systematic"
"2061","cackling goose","trapping grids",2003,"no","systematic"
"2063","cackling goose","trapping grids",2004,"no","systematic"
"2065","cackling goose","trapping grids",2005,"no","systematic"
"2067","cackling goose","trapping grids",2006,"no","systematic"
"2069","cackling goose","trapping grids",2007,"no","systematic"
"2071","cackling goose","trapping grids",2008,"no","systematic"
"2073","cackling goose","trapping grids",2009,"no","systematic"
"2075","cackling goose","trapping grids",2010,"no","systematic"
"2077","cackling goose","trapping grids",2011,"no","systematic"
"2079","cackling goose","trapping grids",2012,"no","systematic"
"2081","cackling goose","trapping grids",2013,"no","systematic"
"2083","cackling goose","trapping grids",2014,"no","systematic"
"2085","cackling goose","trapping grids",2015,"no","systematic"
"2087","cackling goose","trapping grids",2016,"no","systematic"
"2089","cackling goose","trapping grids",2017,"no","systematic"
"2091","cackling goose","trapping grids",2018,"no","systematic"
"2093","cackling goose","trapping grids",2019,"no","systematic"
"2095","cackling goose","trapping grids",2021,"no","systematic"
"2097","cackling goose","trapping grids",2022,"no","systematic"
"2099","cackling goose","trapping grids",2023,"no","systematic"
"2101","collared lemming","2x1km plot",1993,"no","systematic"
"2102","collared lemming","2x1km plot",1994,"no","systematic"
"2103","collared lemming","2x1km plot",1995,"no","systematic"
"2104","collared lemming","2x1km plot",1996,"no","systematic"
"2105","collared lemming","2x1km plot",1997,"no","systematic"
"2106","collared lemming","2x1km plot",1998,"no","systematic"
"2107","collared lemming","2x1km plot",1999,"no","systematic"
"2108","collared lemming","2x1km plot",2000,"no","systematic"
"2109","collared lemming","2x1km plot",2001,"no","systematic"
"2110","collared lemming","2x1km plot",2002,"no","systematic"
"2111","collared lemming","2x1km plot",2003,"no","systematic"
"2112","collared lemming","2x1km plot",2004,"no","systematic"
"2113","collared lemming","2x1km plot",2005,"no","systematic"
"2114","collared lemming","2x1km plot",2006,"no","systematic"
"2115","collared lemming","2x1km plot",2007,"no","systematic"
"2116","collared lemming","2x1km plot",2008,"no","systematic"
"2117","collared lemming","2x1km plot",2009,"no","systematic"
"2118","collared lemming","2x1km plot",2010,"no","systematic"
"2119","collared lemming","2x1km plot",2011,"no","systematic"
"2120","collared lemming","2x1km plot",2012,"no","systematic"
"2121","collared lemming","2x1km plot",2013,"no","systematic"
"2122","collared lemming","2x1km plot",2014,"no","systematic"
"2123","collared lemming","2x1km plot",2015,"no","systematic"
"2124","collared lemming","2x1km plot",2016,"no","systematic"
"2125","collared lemming","2x1km plot",2017,"no","systematic"
"2126","collared lemming","2x1km plot",2018,"no","systematic"
"2127","collared lemming","2x1km plot",2019,"no","systematic"
"2128","collared lemming","2x1km plot",2021,"no","systematic"
"2129","collared lemming","2x1km plot",2022,"no","systematic"
"2130","collared lemming","2x1km plot",2023,"no","systematic"
"2131","collared lemming","4x2km plot",1993,"no","systematic"
"2132","collared lemming","4x2km plot",1994,"no","systematic"
"2133","collared lemming","4x2km plot",1995,"no","systematic"
"2134","collared lemming","4x2km plot",1996,"no","systematic"
"2135","collared lemming","4x2km plot",1997,"no","systematic"
"2136","collared lemming","4x2km plot",1998,"no","systematic"
"2137","collared lemming","4x2km plot",1999,"no","systematic"
"2138","collared lemming","4x2km plot",2000,"no","systematic"
"2139","collared lemming","4x2km plot",2001,"no","systematic"
"2140","collared lemming","4x2km plot",2002,"no","systematic"
"2141","collared lemming","4x2km plot",2003,"no","systematic"
"2142","collared lemming","4x2km plot",2004,"no","systematic"
"2143","collared lemming","4x2km plot",2005,"no","systematic"
"2144","collared lemming","4x2km plot",2006,"no","systematic"
"2145","collared lemming","4x2km plot",2007,"no","systematic"
"2146","collared lemming","4x2km plot",2008,"no","systematic"
"2147","collared lemming","4x2km plot",2009,"no","systematic"
"2148","collared lemming","4x2km plot",2010,"no","systematic"
"2149","collared lemming","4x2km plot",2011,"no","systematic"
"2150","collared lemming","4x2km plot",2012,"no","systematic"
"2151","collared lemming","4x2km plot",2013,"no","systematic"
"2152","collared lemming","4x2km plot",2014,"no","systematic"
"2153","collared lemming","4x2km plot",2015,"no","systematic"
"2154","collared lemming","4x2km plot",2016,"no","systematic"
"2155","collared lemming","4x2km plot",2017,"no","systematic"
"2156","collared lemming","4x2km plot",2018,"no","systematic"
"2157","collared lemming","4x2km plot",2019,"no","systematic"
"2158","collared lemming","4x2km plot",2021,"no","systematic"
"2159","collared lemming","4x2km plot",2022,"no","systematic"
"2160","collared lemming","4x2km plot",2023,"no","systematic"
"2161","collared lemming","black plateau",1993,"no","systematic"
"2162","collared lemming","black plateau",1994,"no","systematic"
"2163","collared lemming","black plateau",1995,"no","systematic"
"2164","collared lemming","black plateau",1996,"no","systematic"
"2165","collared lemming","black plateau",1997,"no","systematic"
"2166","collared lemming","black plateau",1998,"no","systematic"
"2167","collared lemming","black plateau",1999,"no","systematic"
"2168","collared lemming","black plateau",2000,"no","systematic"
"2169","collared lemming","black plateau",2001,"no","systematic"
"2170","collared lemming","black plateau",2002,"no","systematic"
"2171","collared lemming","black plateau",2003,"no","systematic"
"2172","collared lemming","black plateau",2004,"no","systematic"
"2173","collared lemming","black plateau",2005,"no","systematic"
"2174","collared lemming","black plateau",2006,"no","systematic"
"2175","collared lemming","black plateau",2007,"no","systematic"
"2176","collared lemming","black plateau",2008,"no","systematic"
"2177","collared lemming","black plateau",2009,"no","systematic"
"2178","collared lemming","black plateau",2010,"no","systematic"
"2179","collared lemming","black plateau",2011,"no","systematic"
"2180","collared lemming","black plateau",2012,"no","systematic"
"2181","collared lemming","black plateau",2013,"no","systematic"
"2182","collared lemming","black plateau",2014,"no","systematic"
"2183","collared lemming","black plateau",2015,"no","systematic"
"2184","collared lemming","black plateau",2016,"no","systematic"
"2185","collared lemming","black plateau",2017,"no","systematic"
"2186","collared lemming","black plateau",2018,"no","systematic"
"2187","collared lemming","black plateau",2019,"no","systematic"
"2188","collared lemming","black plateau",2021,"no","systematic"
"2189","collared lemming","black plateau",2022,"no","systematic"
"2190","collared lemming","black plateau",2023,"no","systematic"
"2191","collared lemming","camp 1",1993,"no","systematic"
"2192","collared lemming","camp 1",1994,"no","systematic"
"2193","collared lemming","camp 1",1995,"no","systematic"
"2194","collared lemming","camp 1",1996,"no","systematic"
"2195","collared lemming","camp 1",1997,"no","systematic"
"2196","collared lemming","camp 1",1998,"no","systematic"
"2197","collared lemming","camp 1",1999,"no","systematic"
"2198","collared lemming","camp 1",2000,"no","systematic"
"2199","collared lemming","camp 1",2001,"no","systematic"
"2200","collared lemming","camp 1",2002,"no","systematic"
"2201","collared lemming","camp 1",2003,"no","systematic"
"2202","collared lemming","camp 1",2004,"no","systematic"
"2203","collared lemming","camp 1",2005,"no","systematic"
"2204","collared lemming","camp 1",2006,"no","systematic"
"2205","collared lemming","camp 1",2007,"no","systematic"
"2206","collared lemming","camp 1",2008,"no","systematic"
"2207","collared lemming","camp 1",2009,"no","systematic"
"2208","collared lemming","camp 1",2010,"no","systematic"
"2209","collared lemming","camp 1",2011,"no","systematic"
"2210","collared lemming","camp 1",2012,"no","systematic"
"2211","collared lemming","camp 1",2013,"no","systematic"
"2212","collared lemming","camp 1",2014,"no","systematic"
"2213","collared lemming","camp 1",2015,"no","systematic"
"2214","collared lemming","camp 1",2016,"no","systematic"
"2215","collared lemming","camp 1",2017,"no","systematic"
"2216","collared lemming","camp 1",2018,"no","systematic"
"2217","collared lemming","camp 1",2019,"no","systematic"
"2218","collared lemming","camp 1",2021,"no","systematic"
"2219","collared lemming","camp 1",2022,"no","systematic"
"2220","collared lemming","camp 1",2023,"no","systematic"
"2221","collared lemming","camp 2",1993,"no","systematic"
"2222","collared lemming","camp 2",1994,"no","systematic"
"2223","collared lemming","camp 2",1995,"no","systematic"
"2224","collared lemming","camp 2",1996,"no","systematic"
"2225","collared lemming","camp 2",1997,"no","systematic"
"2226","collared lemming","camp 2",1998,"no","systematic"
"2227","collared lemming","camp 2",1999,"no","systematic"
"2228","collared lemming","camp 2",2000,"no","systematic"
"2229","collared lemming","camp 2",2001,"no","systematic"
"2230","collared lemming","camp 2",2002,"no","systematic"
"2231","collared lemming","camp 2",2003,"no","systematic"
"2232","collared lemming","camp 2",2004,"no","systematic"
"2233","collared lemming","camp 2",2005,"no","systematic"
"2234","collared lemming","camp 2",2006,"no","systematic"
"2235","collared lemming","camp 2",2007,"no","systematic"
"2236","collared lemming","camp 2",2008,"no","systematic"
"2237","collared lemming","camp 2",2009,"no","systematic"
"2238","collared lemming","camp 2",2010,"no","systematic"
"2239","collared lemming","camp 2",2011,"no","systematic"
"2240","collared lemming","camp 2",2012,"no","systematic"
"2241","collared lemming","camp 2",2013,"no","systematic"
"2242","collared lemming","camp 2",2014,"no","systematic"
"2243","collared lemming","camp 2",2015,"no","systematic"
"2244","collared lemming","camp 2",2016,"no","systematic"
"2245","collared lemming","camp 2",2017,"no","systematic"
"2246","collared lemming","camp 2",2018,"no","systematic"
"2247","collared lemming","camp 2",2019,"no","systematic"
"2248","collared lemming","camp 2",2021,"no","systematic"
"2249","collared lemming","camp 2",2022,"no","systematic"
"2250","collared lemming","camp 2",2023,"no","systematic"
"2251","collared lemming","camp 3",1993,"no","systematic"
"2252","collared lemming","camp 3",1994,"no","systematic"
"2253","collared lemming","camp 3",1995,"no","systematic"
"2254","collared lemming","camp 3",1996,"no","systematic"
"2255","collared lemming","camp 3",1997,"no","systematic"
"2256","collared lemming","camp 3",1998,"no","systematic"
"2257","collared lemming","camp 3",1999,"no","systematic"
"2258","collared lemming","camp 3",2000,"no","systematic"
"2259","collared lemming","camp 3",2001,"no","systematic"
"2260","collared lemming","camp 3",2002,"no","systematic"
"2261","collared lemming","camp 3",2003,"no","systematic"
"2262","collared lemming","camp 3",2004,"no","systematic"
"2263","collared lemming","camp 3",2005,"no","systematic"
"2264","collared lemming","camp 3",2006,"no","systematic"
"2265","collared lemming","camp 3",2007,"no","systematic"
"2266","collared lemming","camp 3",2008,"no","systematic"
"2267","collared lemming","camp 3",2009,"no","systematic"
"2268","collared lemming","camp 3",2010,"no","systematic"
"2269","collared lemming","camp 3",2011,"no","systematic"
"2270","collared lemming","camp 3",2012,"no","systematic"
"2271","collared lemming","camp 3",2013,"no","systematic"
"2272","collared lemming","camp 3",2014,"no","systematic"
"2273","collared lemming","camp 3",2015,"no","systematic"
"2274","collared lemming","camp 3",2016,"no","systematic"
"2275","collared lemming","camp 3",2017,"no","systematic"
"2276","collared lemming","camp 3",2018,"no","systematic"
"2277","collared lemming","camp 3",2019,"no","systematic"
"2278","collared lemming","camp 3",2021,"no","systematic"
"2279","collared lemming","camp 3",2022,"no","systematic"
"2280","collared lemming","camp 3",2023,"no","systematic"
"2281","collared lemming","camp 3 plateau",1993,"no","systematic"
"2282","collared lemming","camp 3 plateau",1994,"no","systematic"
"2283","collared lemming","camp 3 plateau",1995,"no","systematic"
"2284","collared lemming","camp 3 plateau",1996,"no","systematic"
"2285","collared lemming","camp 3 plateau",1997,"no","systematic"
"2286","collared lemming","camp 3 plateau",1998,"no","systematic"
"2287","collared lemming","camp 3 plateau",1999,"no","systematic"
"2288","collared lemming","camp 3 plateau",2000,"no","systematic"
"2289","collared lemming","camp 3 plateau",2001,"no","systematic"
"2290","collared lemming","camp 3 plateau",2002,"no","systematic"
"2291","collared lemming","camp 3 plateau",2003,"no","systematic"
"2292","collared lemming","camp 3 plateau",2004,"no","systematic"
"2293","collared lemming","camp 3 plateau",2005,"no","systematic"
"2294","collared lemming","camp 3 plateau",2006,"no","systematic"
"2295","collared lemming","camp 3 plateau",2007,"no","systematic"
"2296","collared lemming","camp 3 plateau",2008,"no","systematic"
"2297","collared lemming","camp 3 plateau",2009,"no","systematic"
"2298","collared lemming","camp 3 plateau",2010,"no","systematic"
