"species","zone","year","sampled","monitoring"
"common ringed plover","qarlikturvik valley",2012,"no","systematic"
"common ringed plover","qarlikturvik valley",2013,"no","systematic"
"common ringed plover","qarlikturvik valley",2014,"no","systematic"
"common ringed plover","qarlikturvik valley",2015,"yes","systematic"
"common ringed plover","qarlikturvik valley",2016,"yes","systematic"
"common ringed plover","qarlikturvik valley",2017,"yes","systematic"
"common ringed plover","qarlikturvik valley",2018,"no","systematic"
"common ringed plover","qarlikturvik valley",2019,"no","systematic"
"common ringed plover","qarlikturvik valley",2021,"no","systematic"
"common ringed plover","qarlikturvik valley",2022,"no","systematic"
"common ringed plover","qarlikturvik valley",2023,"no","systematic"
"common ringed plover","south plateau",1993,"no","systematic"
"common ringed plover","south plateau",1994,"no","systematic"
"common ringed plover","south plateau",1995,"no","systematic"
"common ringed plover","south plateau",1996,"no","systematic"
"common ringed plover","south plateau",1997,"no","systematic"
"common ringed plover","south plateau",1998,"no","systematic"
"common ringed plover","south plateau",1999,"no","systematic"
"common ringed plover","south plateau",2000,"no","systematic"
"common ringed plover","south plateau",2001,"no","systematic"
"common ringed plover","south plateau",2002,"no","systematic"
"common ringed plover","south plateau",2003,"no","systematic"
"common ringed plover","south plateau",2004,"no","systematic"
"common ringed plover","south plateau",2005,"no","systematic"
"common ringed plover","south plateau",2006,"no","systematic"
"common ringed plover","south plateau",2007,"no","systematic"
"common ringed plover","south plateau",2008,"no","systematic"
"common ringed plover","south plateau",2009,"no","systematic"
"common ringed plover","south plateau",2010,"no","systematic"
"common ringed plover","south plateau",2011,"no","systematic"
"common ringed plover","south plateau",2012,"no","systematic"
"common ringed plover","south plateau",2013,"no","systematic"
"common ringed plover","south plateau",2014,"no","systematic"
"common ringed plover","south plateau",2015,"yes","systematic"
"common ringed plover","south plateau",2016,"yes","systematic"
"common ringed plover","south plateau",2017,"yes","systematic"
"common ringed plover","south plateau",2018,"no","systematic"
"common ringed plover","south plateau",2019,"no","systematic"
"common ringed plover","south plateau",2021,"no","systematic"
"common ringed plover","south plateau",2022,"no","systematic"
"common ringed plover","south plateau",2023,"no","systematic"
"common ringed plover","study area",1993,"no","systematic"
"common ringed plover","study area",1994,"no","systematic"
"common ringed plover","study area",1995,"no","systematic"
"common ringed plover","study area",1996,"no","systematic"
"common ringed plover","study area",1997,"no","systematic"
"common ringed plover","study area",1998,"no","systematic"
"common ringed plover","study area",1999,"no","systematic"
"common ringed plover","study area",2000,"no","systematic"
"common ringed plover","study area",2001,"no","systematic"
"common ringed plover","study area",2002,"no","systematic"
"common ringed plover","study area",2003,"no","systematic"
"common ringed plover","study area",2004,"no","systematic"
"common ringed plover","study area",2005,"no","systematic"
"common ringed plover","study area",2006,"no","systematic"
"common ringed plover","study area",2007,"no","systematic"
"common ringed plover","study area",2008,"no","systematic"
"common ringed plover","study area",2009,"no","systematic"
"common ringed plover","study area",2010,"no","systematic"
"common ringed plover","study area",2011,"no","systematic"
"common ringed plover","study area",2012,"no","systematic"
"common ringed plover","study area",2013,"no","systematic"
"common ringed plover","study area",2014,"no","systematic"
"common ringed plover","study area",2015,"yes","systematic"
"common ringed plover","study area",2016,"yes","systematic"
"common ringed plover","study area",2017,"yes","systematic"
"common ringed plover","study area",2018,"no","systematic"
"common ringed plover","study area",2019,"no","systematic"
"common ringed plover","study area",2021,"no","systematic"
"common ringed plover","study area",2022,"no","systematic"
"common ringed plover","study area",2023,"no","systematic"
"common ringed plover","trapping grids",1993,"no","systematic"
"common ringed plover","trapping grids",1994,"no","systematic"
"common ringed plover","trapping grids",1995,"no","systematic"
"common ringed plover","trapping grids",1996,"no","systematic"
"common ringed plover","trapping grids",1997,"no","systematic"
"common ringed plover","trapping grids",1998,"no","systematic"
"common ringed plover","trapping grids",1999,"no","systematic"
"common ringed plover","trapping grids",2000,"no","systematic"
"common ringed plover","trapping grids",2001,"no","systematic"
"common ringed plover","trapping grids",2002,"no","systematic"
"common ringed plover","trapping grids",2003,"no","systematic"
"common ringed plover","trapping grids",2004,"no","systematic"
"common ringed plover","trapping grids",2005,"no","systematic"
"common ringed plover","trapping grids",2006,"no","systematic"
"common ringed plover","trapping grids",2007,"no","systematic"
"common ringed plover","trapping grids",2008,"no","systematic"
"common ringed plover","trapping grids",2009,"no","systematic"
"common ringed plover","trapping grids",2010,"no","systematic"
"common ringed plover","trapping grids",2011,"no","systematic"
"common ringed plover","trapping grids",2012,"no","systematic"
"common ringed plover","trapping grids",2013,"no","systematic"
"common ringed plover","trapping grids",2014,"no","systematic"
"common ringed plover","trapping grids",2015,"no","systematic"
"common ringed plover","trapping grids",2016,"no","systematic"
"common ringed plover","trapping grids",2017,"no","systematic"
"common ringed plover","trapping grids",2018,"no","systematic"
"common ringed plover","trapping grids",2019,"no","systematic"
"common ringed plover","trapping grids",2021,"no","systematic"
"common ringed plover","trapping grids",2022,"no","systematic"
"common ringed plover","trapping grids",2023,"no","systematic"
"glaucous gull","2x1km plot",1993,"no","systematic"
"glaucous gull","2x1km plot",1994,"no","systematic"
"glaucous gull","2x1km plot",1995,"no","systematic"
"glaucous gull","2x1km plot",1996,"no","systematic"
"glaucous gull","2x1km plot",1997,"no","systematic"
"glaucous gull","2x1km plot",1998,"no","systematic"
"glaucous gull","2x1km plot",1999,"no","systematic"
"glaucous gull","2x1km plot",2000,"no","systematic"
"glaucous gull","2x1km plot",2001,"no","systematic"
"glaucous gull","2x1km plot",2002,"no","systematic"
"glaucous gull","2x1km plot",2003,"no","systematic"
"glaucous gull","2x1km plot",2004,"no","systematic"
"glaucous gull","2x1km plot",2005,"no","systematic"
"glaucous gull","2x1km plot",2006,"no","systematic"
"glaucous gull","2x1km plot",2007,"no","systematic"
"glaucous gull","2x1km plot",2008,"no","systematic"
"glaucous gull","2x1km plot",2009,"no","systematic"
"glaucous gull","2x1km plot",2010,"no","systematic"
"glaucous gull","2x1km plot",2011,"no","systematic"
"glaucous gull","2x1km plot",2012,"no","systematic"
"glaucous gull","2x1km plot",2013,"no","systematic"
"glaucous gull","2x1km plot",2014,"no","systematic"
"glaucous gull","2x1km plot",2015,"no","systematic"
"glaucous gull","2x1km plot",2016,"no","systematic"
"glaucous gull","2x1km plot",2017,"yes","systematic"
"glaucous gull","2x1km plot",2018,"yes","systematic"
"glaucous gull","2x1km plot",2019,"yes","systematic"
"glaucous gull","2x1km plot",2021,"no","systematic"
"glaucous gull","2x1km plot",2022,"yes","systematic"
"glaucous gull","2x1km plot",2023,"no","systematic"
"glaucous gull","4x2km plot",1993,"no","systematic"
"glaucous gull","4x2km plot",1994,"no","systematic"
"glaucous gull","4x2km plot",1995,"no","systematic"
"glaucous gull","4x2km plot",1996,"no","systematic"
"glaucous gull","4x2km plot",1997,"no","systematic"
"glaucous gull","4x2km plot",1998,"no","systematic"
"glaucous gull","4x2km plot",1999,"no","systematic"
"glaucous gull","4x2km plot",2000,"no","systematic"
"glaucous gull","4x2km plot",2001,"no","systematic"
"glaucous gull","4x2km plot",2002,"no","systematic"
"glaucous gull","4x2km plot",2003,"no","systematic"
"glaucous gull","4x2km plot",2004,"no","systematic"
"glaucous gull","4x2km plot",2005,"no","systematic"
"glaucous gull","4x2km plot",2006,"no","systematic"
"glaucous gull","4x2km plot",2007,"no","systematic"
"glaucous gull","4x2km plot",2008,"no","systematic"
"glaucous gull","4x2km plot",2009,"no","systematic"
"glaucous gull","4x2km plot",2010,"no","systematic"
"glaucous gull","4x2km plot",2011,"no","systematic"
"glaucous gull","4x2km plot",2012,"no","systematic"
"glaucous gull","4x2km plot",2013,"no","systematic"
"glaucous gull","4x2km plot",2014,"no","systematic"
"glaucous gull","4x2km plot",2015,"no","systematic"
"glaucous gull","4x2km plot",2016,"no","systematic"
"glaucous gull","4x2km plot",2017,"yes","systematic"
"glaucous gull","4x2km plot",2018,"yes","systematic"
"glaucous gull","4x2km plot",2019,"yes","systematic"
"glaucous gull","4x2km plot",2021,"no","systematic"
"glaucous gull","4x2km plot",2022,"yes","systematic"
"glaucous gull","4x2km plot",2023,"no","systematic"
"glaucous gull","black plateau",1993,"no","systematic"
"glaucous gull","black plateau",1994,"no","systematic"
"glaucous gull","black plateau",1995,"no","systematic"
"glaucous gull","black plateau",1996,"no","systematic"
"glaucous gull","black plateau",1997,"no","systematic"
"glaucous gull","black plateau",1998,"no","systematic"
"glaucous gull","black plateau",1999,"no","systematic"
"glaucous gull","black plateau",2000,"no","systematic"
"glaucous gull","black plateau",2001,"no","systematic"
"glaucous gull","black plateau",2002,"no","systematic"
"glaucous gull","black plateau",2003,"no","systematic"
"glaucous gull","black plateau",2004,"no","systematic"
"glaucous gull","black plateau",2005,"no","systematic"
"glaucous gull","black plateau",2006,"no","systematic"
"glaucous gull","black plateau",2007,"no","systematic"
"glaucous gull","black plateau",2008,"no","systematic"
"glaucous gull","black plateau",2009,"no","systematic"
"glaucous gull","black plateau",2010,"no","systematic"
"glaucous gull","black plateau",2011,"no","systematic"
"glaucous gull","black plateau",2012,"no","systematic"
"glaucous gull","black plateau",2013,"no","systematic"
"glaucous gull","black plateau",2014,"no","systematic"
"glaucous gull","black plateau",2015,"no","systematic"
"glaucous gull","black plateau",2016,"no","systematic"
"glaucous gull","black plateau",2017,"yes","systematic"
"glaucous gull","black plateau",2018,"yes","systematic"
"glaucous gull","black plateau",2019,"yes","systematic"
"glaucous gull","black plateau",2021,"no","systematic"
"glaucous gull","black plateau",2022,"yes","systematic"
"glaucous gull","black plateau",2023,"no","systematic"
"glaucous gull","camp 1",1993,"no","systematic"
"glaucous gull","camp 1",1994,"no","systematic"
"glaucous gull","camp 1",1995,"no","systematic"
"glaucous gull","camp 1",1996,"no","systematic"
"glaucous gull","camp 1",1997,"no","systematic"
"glaucous gull","camp 1",1998,"no","systematic"
"glaucous gull","camp 1",1999,"no","systematic"
"glaucous gull","camp 1",2000,"no","systematic"
"glaucous gull","camp 1",2001,"no","systematic"
"glaucous gull","camp 1",2002,"no","systematic"
"glaucous gull","camp 1",2003,"no","systematic"
"glaucous gull","camp 1",2004,"no","systematic"
"glaucous gull","camp 1",2005,"no","systematic"
"glaucous gull","camp 1",2006,"no","systematic"
"glaucous gull","camp 1",2007,"no","systematic"
"glaucous gull","camp 1",2008,"no","systematic"
"glaucous gull","camp 1",2009,"no","systematic"
"glaucous gull","camp 1",2010,"no","systematic"
"glaucous gull","camp 1",2011,"no","systematic"
"glaucous gull","camp 1",2012,"no","systematic"
"glaucous gull","camp 1",2013,"no","systematic"
"glaucous gull","camp 1",2014,"no","systematic"
"glaucous gull","camp 1",2015,"no","systematic"
"glaucous gull","camp 1",2016,"no","systematic"
"glaucous gull","camp 1",2017,"yes","systematic"
"glaucous gull","camp 1",2018,"yes","systematic"
"glaucous gull","camp 1",2019,"yes","systematic"
"glaucous gull","camp 1",2021,"no","systematic"
"glaucous gull","camp 1",2022,"yes","systematic"
"glaucous gull","camp 1",2023,"no","systematic"
"glaucous gull","camp 2",1993,"no","systematic"
"glaucous gull","camp 2",1994,"no","systematic"
"glaucous gull","camp 2",1995,"no","systematic"
"glaucous gull","camp 2",1996,"no","systematic"
"glaucous gull","camp 2",1997,"no","systematic"
"glaucous gull","camp 2",1998,"no","systematic"
"glaucous gull","camp 2",1999,"no","systematic"
"glaucous gull","camp 2",2000,"no","systematic"
"glaucous gull","camp 2",2001,"no","systematic"
"glaucous gull","camp 2",2002,"no","systematic"
"glaucous gull","camp 2",2003,"no","systematic"
"glaucous gull","camp 2",2004,"no","systematic"
"glaucous gull","camp 2",2005,"no","systematic"
"glaucous gull","camp 2",2006,"no","systematic"
"glaucous gull","camp 2",2007,"no","systematic"
"glaucous gull","camp 2",2008,"no","systematic"
"glaucous gull","camp 2",2009,"no","systematic"
"glaucous gull","camp 2",2010,"no","systematic"
"glaucous gull","camp 2",2011,"no","systematic"
"glaucous gull","camp 2",2012,"no","systematic"
"glaucous gull","camp 2",2013,"no","systematic"
"glaucous gull","camp 2",2014,"no","systematic"
"glaucous gull","camp 2",2015,"no","systematic"
"glaucous gull","camp 2",2016,"no","systematic"
"glaucous gull","camp 2",2017,"yes","systematic"
"glaucous gull","camp 2",2018,"yes","systematic"
"glaucous gull","camp 2",2019,"yes","systematic"
"glaucous gull","camp 2",2021,"no","systematic"
"glaucous gull","camp 2",2022,"yes","systematic"
"glaucous gull","camp 2",2023,"no","systematic"
"glaucous gull","camp 3",1993,"no","systematic"
"glaucous gull","camp 3",1994,"no","systematic"
"glaucous gull","camp 3",1995,"no","systematic"
"glaucous gull","camp 3",1996,"no","systematic"
"glaucous gull","camp 3",1997,"no","systematic"
"glaucous gull","camp 3",1998,"no","systematic"
"glaucous gull","camp 3",1999,"no","systematic"
"glaucous gull","camp 3",2000,"no","systematic"
"glaucous gull","camp 3",2001,"no","systematic"
"glaucous gull","camp 3",2002,"no","systematic"
"glaucous gull","camp 3",2003,"no","systematic"
"glaucous gull","camp 3",2004,"no","systematic"
"glaucous gull","camp 3",2005,"no","systematic"
"glaucous gull","camp 3",2006,"no","systematic"
"glaucous gull","camp 3",2007,"no","systematic"
"glaucous gull","camp 3",2008,"no","systematic"
"glaucous gull","camp 3",2009,"no","systematic"
"glaucous gull","camp 3",2010,"no","systematic"
"glaucous gull","camp 3",2011,"no","systematic"
"glaucous gull","camp 3",2012,"no","systematic"
"glaucous gull","camp 3",2013,"no","systematic"
"glaucous gull","camp 3",2014,"no","systematic"
"glaucous gull","camp 3",2015,"no","systematic"
"glaucous gull","camp 3",2016,"no","systematic"
"glaucous gull","camp 3",2017,"yes","systematic"
"glaucous gull","camp 3",2018,"yes","systematic"
"glaucous gull","camp 3",2019,"yes","systematic"
"glaucous gull","camp 3",2021,"no","systematic"
"glaucous gull","camp 3",2022,"yes","systematic"
"glaucous gull","camp 3",2023,"no","systematic"
"glaucous gull","camp 3 plateau",1993,"no","systematic"
"glaucous gull","camp 3 plateau",1994,"no","systematic"
"glaucous gull","camp 3 plateau",1995,"no","systematic"
"glaucous gull","camp 3 plateau",1996,"no","systematic"
"glaucous gull","camp 3 plateau",1997,"no","systematic"
"glaucous gull","camp 3 plateau",1998,"no","systematic"
"glaucous gull","camp 3 plateau",1999,"no","systematic"
"glaucous gull","camp 3 plateau",2000,"no","systematic"
"glaucous gull","camp 3 plateau",2001,"no","systematic"
"glaucous gull","camp 3 plateau",2002,"no","systematic"
"glaucous gull","camp 3 plateau",2003,"no","systematic"
"glaucous gull","camp 3 plateau",2004,"no","systematic"
"glaucous gull","camp 3 plateau",2005,"no","systematic"
"glaucous gull","camp 3 plateau",2006,"no","systematic"
"glaucous gull","camp 3 plateau",2007,"no","systematic"
"glaucous gull","camp 3 plateau",2008,"no","systematic"
"glaucous gull","camp 3 plateau",2009,"no","systematic"
"glaucous gull","camp 3 plateau",2010,"no","systematic"
"glaucous gull","camp 3 plateau",2011,"no","systematic"
"glaucous gull","camp 3 plateau",2012,"no","systematic"
"glaucous gull","camp 3 plateau",2013,"no","systematic"
"glaucous gull","camp 3 plateau",2014,"no","systematic"
"glaucous gull","camp 3 plateau",2015,"no","systematic"
"glaucous gull","camp 3 plateau",2016,"no","systematic"
"glaucous gull","camp 3 plateau",2017,"yes","systematic"
"glaucous gull","camp 3 plateau",2018,"yes","systematic"
"glaucous gull","camp 3 plateau",2019,"yes","systematic"
"glaucous gull","camp 3 plateau",2021,"no","systematic"
"glaucous gull","camp 3 plateau",2022,"yes","systematic"
"glaucous gull","camp 3 plateau",2023,"no","systematic"
"glaucous gull","dufour",1993,"no","systematic"
"glaucous gull","dufour",1994,"no","systematic"
"glaucous gull","dufour",1995,"no","systematic"
"glaucous gull","dufour",1996,"no","systematic"
"glaucous gull","dufour",1997,"no","systematic"
"glaucous gull","dufour",1998,"no","systematic"
"glaucous gull","dufour",1999,"no","systematic"
"glaucous gull","dufour",2000,"no","systematic"
"glaucous gull","dufour",2001,"no","systematic"
"glaucous gull","dufour",2002,"no","systematic"
"glaucous gull","dufour",2003,"no","systematic"
"glaucous gull","dufour",2004,"no","systematic"
"glaucous gull","dufour",2005,"no","systematic"
"glaucous gull","dufour",2006,"no","systematic"
"glaucous gull","dufour",2007,"no","systematic"
"glaucous gull","dufour",2008,"no","systematic"
"glaucous gull","dufour",2009,"no","systematic"
"glaucous gull","dufour",2010,"no","systematic"
"glaucous gull","dufour",2011,"no","systematic"
"glaucous gull","dufour",2012,"no","systematic"
"glaucous gull","dufour",2013,"no","systematic"
"glaucous gull","dufour",2014,"no","systematic"
"glaucous gull","dufour",2015,"no","systematic"
"glaucous gull","dufour",2016,"no","systematic"
"glaucous gull","dufour",2017,"yes","systematic"
"glaucous gull","dufour",2018,"yes","systematic"
"glaucous gull","dufour",2019,"yes","systematic"
"glaucous gull","dufour",2021,"no","systematic"
"glaucous gull","dufour",2022,"yes","systematic"
"glaucous gull","dufour",2023,"no","systematic"
"glaucous gull","goose point",1993,"no","systematic"
"glaucous gull","goose point",1994,"no","systematic"
"glaucous gull","goose point",1995,"no","systematic"
"glaucous gull","goose point",1996,"no","systematic"
"glaucous gull","goose point",1997,"no","systematic"
"glaucous gull","goose point",1998,"no","systematic"
"glaucous gull","goose point",1999,"no","systematic"
"glaucous gull","goose point",2000,"no","systematic"
"glaucous gull","goose point",2001,"no","systematic"
"glaucous gull","goose point",2002,"no","systematic"
"glaucous gull","goose point",2003,"no","systematic"
"glaucous gull","goose point",2004,"no","systematic"
"glaucous gull","goose point",2005,"no","systematic"
"glaucous gull","goose point",2006,"no","systematic"
"glaucous gull","goose point",2007,"no","systematic"
"glaucous gull","goose point",2008,"no","systematic"
"glaucous gull","goose point",2009,"no","systematic"
"glaucous gull","goose point",2010,"no","systematic"
"glaucous gull","goose point",2011,"no","systematic"
"glaucous gull","goose point",2012,"no","systematic"
"glaucous gull","goose point",2013,"no","systematic"
"glaucous gull","goose point",2014,"no","systematic"
"glaucous gull","goose point",2015,"no","systematic"
"glaucous gull","goose point",2016,"no","systematic"
"glaucous gull","goose point",2017,"yes","systematic"
"glaucous gull","goose point",2018,"yes","systematic"
"glaucous gull","goose point",2019,"yes","systematic"
"glaucous gull","goose point",2021,"no","systematic"
"glaucous gull","goose point",2022,"yes","systematic"
"glaucous gull","goose point",2023,"no","systematic"
"glaucous gull","malaview",1993,"no","systematic"
"glaucous gull","malaview",1994,"no","systematic"
"glaucous gull","malaview",1995,"no","systematic"
"glaucous gull","malaview",1996,"no","systematic"
"glaucous gull","malaview",1997,"no","systematic"
"glaucous gull","malaview",1998,"no","systematic"
"glaucous gull","malaview",1999,"no","systematic"
"glaucous gull","malaview",2000,"no","systematic"
"glaucous gull","malaview",2001,"no","systematic"
"glaucous gull","malaview",2002,"no","systematic"
"glaucous gull","malaview",2003,"no","systematic"
"glaucous gull","malaview",2004,"no","systematic"
"glaucous gull","malaview",2005,"no","systematic"
"glaucous gull","malaview",2006,"no","systematic"
"glaucous gull","malaview",2007,"no","systematic"
"glaucous gull","malaview",2008,"no","systematic"
"glaucous gull","malaview",2009,"no","systematic"
"glaucous gull","malaview",2010,"no","systematic"
"glaucous gull","malaview",2011,"no","systematic"
"glaucous gull","malaview",2012,"no","systematic"
"glaucous gull","malaview",2013,"no","systematic"
"glaucous gull","malaview",2014,"no","systematic"
"glaucous gull","malaview",2015,"no","systematic"
"glaucous gull","malaview",2016,"no","systematic"
"glaucous gull","malaview",2017,"yes","systematic"
"glaucous gull","malaview",2018,"yes","systematic"
"glaucous gull","malaview",2019,"yes","systematic"
"glaucous gull","malaview",2021,"no","systematic"
"glaucous gull","malaview",2022,"yes","systematic"
"glaucous gull","malaview",2023,"no","systematic"
"glaucous gull","qarlikturvik valley",1993,"no","systematic"
"glaucous gull","qarlikturvik valley",1994,"no","systematic"
"glaucous gull","qarlikturvik valley",1995,"no","systematic"
"glaucous gull","qarlikturvik valley",1996,"no","systematic"
"glaucous gull","qarlikturvik valley",1997,"no","systematic"
"glaucous gull","qarlikturvik valley",1998,"no","systematic"
"glaucous gull","qarlikturvik valley",1999,"no","systematic"
"glaucous gull","qarlikturvik valley",2000,"no","systematic"
"glaucous gull","qarlikturvik valley",2001,"no","systematic"
"glaucous gull","qarlikturvik valley",2002,"no","systematic"
"glaucous gull","qarlikturvik valley",2003,"no","systematic"
"glaucous gull","qarlikturvik valley",2004,"yes","systematic"
"glaucous gull","qarlikturvik valley",2005,"yes","systematic"
"glaucous gull","qarlikturvik valley",2006,"yes","systematic"
"glaucous gull","qarlikturvik valley",2007,"yes","systematic"
"glaucous gull","qarlikturvik valley",2008,"yes","systematic"
"glaucous gull","qarlikturvik valley",2009,"yes","systematic"
"glaucous gull","qarlikturvik valley",2010,"yes","systematic"
"glaucous gull","qarlikturvik valley",2011,"yes","systematic"
"glaucous gull","qarlikturvik valley",2012,"yes","systematic"
"glaucous gull","qarlikturvik valley",2013,"yes","systematic"
"glaucous gull","qarlikturvik valley",2014,"yes","systematic"
"glaucous gull","qarlikturvik valley",2015,"yes","systematic"
"glaucous gull","qarlikturvik valley",2016,"yes","systematic"
"glaucous gull","qarlikturvik valley",2017,"yes","systematic"
"glaucous gull","qarlikturvik valley",2018,"yes","systematic"
"glaucous gull","qarlikturvik valley",2019,"yes","systematic"
"glaucous gull","qarlikturvik valley",2021,"no","systematic"
"glaucous gull","qarlikturvik valley",2022,"yes","systematic"
"glaucous gull","qarlikturvik valley",2023,"no","systematic"
"glaucous gull","south plateau",1993,"no","systematic"
"glaucous gull","south plateau",1994,"no","systematic"
"glaucous gull","south plateau",1995,"no","systematic"
"glaucous gull","south plateau",1996,"no","systematic"
"glaucous gull","south plateau",1997,"no","systematic"
"glaucous gull","south plateau",1998,"no","systematic"
"glaucous gull","south plateau",1999,"no","systematic"
"glaucous gull","south plateau",2000,"no","systematic"
"glaucous gull","south plateau",2001,"no","systematic"
"glaucous gull","south plateau",2002,"no","systematic"
"glaucous gull","south plateau",2003,"no","systematic"
"glaucous gull","south plateau",2004,"no","systematic"
"glaucous gull","south plateau",2005,"no","systematic"
"glaucous gull","south plateau",2006,"no","systematic"
"glaucous gull","south plateau",2007,"no","systematic"
"glaucous gull","south plateau",2008,"no","systematic"
"glaucous gull","south plateau",2009,"no","systematic"
"glaucous gull","south plateau",2010,"no","systematic"
"glaucous gull","south plateau",2011,"no","systematic"
"glaucous gull","south plateau",2012,"no","systematic"
"glaucous gull","south plateau",2013,"no","systematic"
"glaucous gull","south plateau",2014,"no","systematic"
"glaucous gull","south plateau",2015,"no","systematic"
"glaucous gull","south plateau",2016,"no","systematic"
"glaucous gull","south plateau",2017,"yes","systematic"
"glaucous gull","south plateau",2018,"yes","systematic"
"glaucous gull","south plateau",2019,"yes","systematic"
"glaucous gull","south plateau",2021,"no","systematic"
"glaucous gull","south plateau",2022,"yes","systematic"
"glaucous gull","south plateau",2023,"no","systematic"
"glaucous gull","study area",1993,"no","systematic"
"glaucous gull","study area",1994,"no","systematic"
"glaucous gull","study area",1995,"no","systematic"
"glaucous gull","study area",1996,"no","systematic"
"glaucous gull","study area",1997,"no","systematic"
"glaucous gull","study area",1998,"no","systematic"
"glaucous gull","study area",1999,"no","systematic"
"glaucous gull","study area",2000,"no","systematic"
"glaucous gull","study area",2001,"no","systematic"
"glaucous gull","study area",2002,"no","systematic"
"glaucous gull","study area",2003,"no","systematic"
"glaucous gull","study area",2004,"no","systematic"
"glaucous gull","study area",2005,"no","systematic"
"glaucous gull","study area",2006,"no","systematic"
"glaucous gull","study area",2007,"no","systematic"
"glaucous gull","study area",2008,"no","systematic"
"glaucous gull","study area",2009,"no","systematic"
"glaucous gull","study area",2010,"no","systematic"
"glaucous gull","study area",2011,"no","systematic"
"glaucous gull","study area",2012,"no","systematic"
"glaucous gull","study area",2013,"no","systematic"
"glaucous gull","study area",2014,"no","systematic"
"glaucous gull","study area",2015,"no","systematic"
"glaucous gull","study area",2016,"no","systematic"
"glaucous gull","study area",2017,"yes","systematic"
"glaucous gull","study area",2018,"yes","systematic"
"glaucous gull","study area",2019,"yes","systematic"
"glaucous gull","study area",2021,"no","systematic"
"glaucous gull","study area",2022,"yes","systematic"
"glaucous gull","study area",2023,"no","systematic"
"glaucous gull","trapping grids",1993,"no","systematic"
"glaucous gull","trapping grids",1994,"no","systematic"
"glaucous gull","trapping grids",1995,"no","systematic"
"glaucous gull","trapping grids",1996,"no","systematic"
"glaucous gull","trapping grids",1997,"no","systematic"
"glaucous gull","trapping grids",1998,"no","systematic"
"glaucous gull","trapping grids",1999,"no","systematic"
"glaucous gull","trapping grids",2000,"no","systematic"
"glaucous gull","trapping grids",2001,"no","systematic"
"glaucous gull","trapping grids",2002,"no","systematic"
"glaucous gull","trapping grids",2003,"no","systematic"
"glaucous gull","trapping grids",2004,"no","systematic"
"glaucous gull","trapping grids",2005,"no","systematic"
"glaucous gull","trapping grids",2006,"no","systematic"
"glaucous gull","trapping grids",2007,"no","systematic"
"glaucous gull","trapping grids",2008,"no","systematic"
"glaucous gull","trapping grids",2009,"no","systematic"
"glaucous gull","trapping grids",2010,"no","systematic"
"glaucous gull","trapping grids",2011,"no","systematic"
"glaucous gull","trapping grids",2012,"no","systematic"
"glaucous gull","trapping grids",2013,"no","systematic"
"glaucous gull","trapping grids",2014,"no","systematic"
"glaucous gull","trapping grids",2015,"no","systematic"
"glaucous gull","trapping grids",2016,"no","systematic"
"glaucous gull","trapping grids",2017,"no","systematic"
"glaucous gull","trapping grids",2018,"no","systematic"
"glaucous gull","trapping grids",2019,"no","systematic"
"glaucous gull","trapping grids",2021,"no","systematic"
"glaucous gull","trapping grids",2022,"no","systematic"
"glaucous gull","trapping grids",2023,"no","systematic"
"king eider","2x1km plot",1993,"no","opportunistic"
"king eider","2x1km plot",1994,"no","opportunistic"
"king eider","2x1km plot",1995,"no","opportunistic"
"king eider","2x1km plot",1996,"no","opportunistic"
"king eider","2x1km plot",1997,"no","opportunistic"
"king eider","2x1km plot",1998,"no","opportunistic"
"king eider","2x1km plot",1999,"no","opportunistic"
"king eider","2x1km plot",2000,"no","opportunistic"
"king eider","2x1km plot",2001,"no","opportunistic"
"king eider","2x1km plot",2002,"no","opportunistic"
"king eider","2x1km plot",2003,"no","opportunistic"
"king eider","2x1km plot",2004,"no","opportunistic"
"king eider","2x1km plot",2005,"no","opportunistic"
"king eider","2x1km plot",2006,"no","opportunistic"
"king eider","2x1km plot",2007,"no","opportunistic"
"king eider","2x1km plot",2008,"no","opportunistic"
"king eider","2x1km plot",2009,"no","opportunistic"
"king eider","2x1km plot",2010,"no","opportunistic"
"king eider","2x1km plot",2011,"no","opportunistic"
"king eider","2x1km plot",2012,"no","opportunistic"
"king eider","2x1km plot",2013,"no","opportunistic"
"king eider","2x1km plot",2014,"no","opportunistic"
"king eider","2x1km plot",2015,"no","opportunistic"
"king eider","2x1km plot",2016,"no","opportunistic"
"king eider","2x1km plot",2017,"no","opportunistic"
"king eider","2x1km plot",2018,"no","opportunistic"
"king eider","2x1km plot",2019,"no","opportunistic"
"king eider","2x1km plot",2021,"no","opportunistic"
"king eider","2x1km plot",2022,"no","opportunistic"
"king eider","2x1km plot",2023,"no","opportunistic"
"king eider","4x2km plot",1993,"no","opportunistic"
"king eider","4x2km plot",1994,"no","opportunistic"
"king eider","4x2km plot",1995,"no","opportunistic"
"king eider","4x2km plot",1996,"no","opportunistic"
"king eider","4x2km plot",1997,"no","opportunistic"
"king eider","4x2km plot",1998,"no","opportunistic"
"king eider","4x2km plot",1999,"no","opportunistic"
"king eider","4x2km plot",2000,"no","opportunistic"
"king eider","4x2km plot",2001,"no","opportunistic"
"king eider","4x2km plot",2002,"no","opportunistic"
"king eider","4x2km plot",2003,"no","opportunistic"
"king eider","4x2km plot",2004,"no","opportunistic"
"king eider","4x2km plot",2005,"yes","opportunistic"
"king eider","4x2km plot",2006,"yes","opportunistic"
